% TransWORHP-Result
%      1.185677413e+01
     1.926725796e+00     2.713945293e-01     3.755717758e-01     1.777428688e-01     1.630878375e-01     3.002654925e-01     4.959979893e+00    -5.538450474e-02    -4.414837340e-02     6.098682829e-02     3.526938623e-02    -4.185013843e-03
     2.074935473e+00     3.303799913e-01     4.204013797e-01     2.010989632e-01     1.520885377e-01     3.046829120e-01     4.951283974e+00    -6.196166874e-02    -4.460647885e-02     6.112450798e-02     2.434101887e-02    -1.996842292e-03
     2.223145150e+00     3.960498098e-01     4.657731259e-01     2.223689837e-01     1.349375308e-01     3.075813763e-01     4.941609955e+00    -6.858336831e-02    -4.474935381e-02     6.118487947e-02     1.477200446e-02     6.883104848e-05
     2.371354826e+00     4.684686857e-01     5.114758295e-01     2.406781477e-01     1.121335706e-01     3.091489807e-01     4.930954609e+00    -7.520408554e-02    -4.459322299e-02     6.120437539e-02     6.381869147e-03     2.038059976e-03
     2.519564503e+00     5.476719181e-01     5.573239165e-01     2.552457749e-01     8.444775249e-02     3.095432391e-01     4.919321277e+00    -8.178070141e-02    -4.415423258e-02     6.120890282e-02    -1.061589842e-03     3.885850057e-03
     2.667774180e+00     6.336688438e-01     6.031526142e-01     2.654230386e-01     5.288826918e-02     3.088873328e-01     4.906719514e+00    -8.827246928e-02    -4.344825057e-02     6.121695867e-02    -7.789470019e-03     5.640950212e-03
     2.815983856e+00     7.264455255e-01     6.488126266e-01     2.707246928e-01     1.865434971e-02     3.072669324e-01     4.893164735e+00    -9.464108394e-02    -4.249235433e-02     6.124240055e-02    -1.407685328e-02     7.258291538e-03
     2.964193533e+00     8.259666295e-01     6.941645145e-01     2.708533164e-01    -1.691865091e-02     3.047293805e-01     4.878677837e+00    -1.008508414e-01    -4.130456862e-02     6.129682349e-02    -2.016587545e-02     8.770158296e-03
     3.112403209e+00     9.321764848e-01     7.390732832e-01     2.657149595e-01    -5.242036935e-02     3.012873052e-01     4.863284815e+00    -1.068686803e-01    -3.990252939e-02     6.139148242e-02    -2.628284999e-02     1.014951325e-02
     3.260612886e+00     1.044999369e+00     7.834033441e-01     2.554254624e-01    -8.643017373e-02     2.969200694e-01     4.847016365e+00    -1.126642288e-01    -3.830489531e-02     6.153895190e-02    -3.265035708e-02     1.140959255e-02
     3.408822563e+00     1.164339082e+00     8.270139519e-01     2.403071131e-01    -1.175828104e-01     2.915787203e-01     4.829907470e+00    -1.182099612e-01    -3.653141058e-02     6.175441800e-02    -3.942791923e-02     1.252251143e-02
     3.557032239e+00     1.290077907e+00     8.697554848e-01     2.208757373e-01    -1.446318601e-01     2.851924299e-01     4.811996979e+00    -1.234812851e-01    -3.460191924e-02     6.205674247e-02    -4.675120781e-02     1.351480749e-02
     3.705241916e+00     1.422075084e+00     9.114666272e-01     1.978187502e-01    -1.665082420e-01     2.776742229e-01     4.793327175e+00    -1.284564463e-01    -3.253487374e-02     6.246931507e-02    -5.470245131e-02     1.437872159e-02
     3.853451593e+00     1.560164945e+00     9.519725818e-01     1.719651048e-01    -1.823710736e-01     2.689291489e-01     4.773943368e+00    -1.331163114e-01    -3.034718862e-02     6.302037175e-02    -6.330703415e-02     1.514276636e-02
     4.001661269e+00     1.704154872e+00     9.910844447e-01     1.442484493e-01    -1.916484375e-01     2.588617979e-01     4.753893531e+00    -1.374441195e-01    -2.805396674e-02     6.374287113e-02    -7.254578035e-02     1.580287625e-02
     4.149870946e+00     1.853823239e+00     1.028599696e+00     1.156651336e-01    -1.940661294e-01     2.473838400e-01     4.733227961e+00    -1.414252502e-01    -2.566898507e-02     6.467371714e-02    -8.234232164e-02     1.638100927e-02
     4.298080623e+00     2.008917518e+00     1.064303848e+00     8.722896253e-02    -1.896628104e-01     2.344221059e-01     4.711998994e+00    -1.450468336e-01    -2.320209411e-02     6.585223505e-02    -9.256844422e-02     1.690819262e-02
     4.446290299e+00     2.169152707e+00     1.097973175e+00     5.992477866e-02    -1.787906461e-01     2.199251095e-01     4.690260753e+00    -1.482975811e-01    -2.066477822e-02     6.731776793e-02    -1.030597563e-01     1.733135123e-02
     4.594499976e+00     2.334210237e+00     1.129378428e+00     3.466305003e-02    -1.621011117e-01     2.038698054e-01     4.668068916e+00    -1.511678452e-01    -1.806770080e-02     6.910663891e-02    -1.135968654e-01     1.771463827e-02
     4.742709652e+00     2.503737495e+00     1.158289445e+00     1.223763863e-02    -1.405162598e-01     1.862668806e-01     4.645480500e+00    -1.536491796e-01    -1.541640708e-02     7.124874449e-02    -1.239439625e-01     1.806296741e-02
     4.890919329e+00     2.677348073e+00     1.184480358e+00    -6.711181235e-03    -1.151866106e-01     1.671636639e-01     4.622553700e+00    -1.557341281e-01    -1.271871291e-02     7.376375410e-02    -1.338423955e-01     1.834078426e-02
     5.039129006e+00     2.854622817e+00     1.207735164e+00    -2.172660212e-02    -8.743741848e-02     1.466458810e-01     4.599347727e+00    -1.574164537e-01    -9.983254515e-03     7.665780340e-02    -1.430326803e-01     1.857257286e-02
     5.187338682e+00     3.035111718e+00     1.227853460e+00    -3.255650266e-02    -5.870554368e-02     1.248383682e-01     4.575922622e+00    -1.586911783e-01    -7.218383876e-03     7.992063091e-02    -1.512465196e-01     1.873768471e-02
     5.335548359e+00     3.218336631e+00     1.244655982e+00    -3.916483569e-02    -3.046991702e-02     1.019015113e-01     4.552339061e+00    -1.595547197e-01    -4.434584384e-03     8.352444358e-02    -1.582724952e-01     1.882800631e-02
     5.483758036e+00     3.403794784e+00     1.257989693e+00    -4.173247469e-02    -4.178820328e-03     7.802886104e-02     4.528658135e+00    -1.600050573e-01    -1.642449441e-03     8.742345776e-02    -1.638744865e-01     1.885016658e-02
     5.631967712e+00     3.590963012e+00     1.267732414e+00    -4.064729070e-02     1.882272103e-02     5.344326677e-02     4.504941115e+00    -1.600417871e-01     1.146802308e-03     9.155490141e-02    -1.678932432e-01     1.878909937e-02
     5.780177389e+00     3.779302604e+00     1.273796535e+00    -3.648376216e-02     3.736157866e-02     2.838837866e-02     4.481249202e+00    -1.596662615e-01     3.920688022e-03     9.584255149e-02    -1.702073231e-01     1.864281123e-02
     5.928387066e+00     3.968264624e+00     1.276131699e+00    -2.997296336e-02     5.049771421e-02     3.123248173e-03     4.457643259e+00    -1.588816679e-01     6.666928170e-03     1.002003661e-01    -1.707303370e-01     1.841603918e-02
     6.076596742e+00     4.157295548e+00     1.274726361e+00    -2.196427625e-02     5.757467609e-02    -2.208743245e-02     4.434183548e+00    -1.576929515e-01     9.374081841e-03     1.045382483e-01    -1.694725551e-01     1.811536285e-02
     6.224806419e+00     4.345843034e+00     1.269607993e+00    -1.338063314e-02     5.825639810e-02    -4.698185561e-02     4.410929474e+00    -1.561067292e-01     1.203102831e-02     1.087676756e-01    -1.664626338e-01     1.773852339e-02
     6.373016095e+00     4.533361623e+00     1.260842013e+00    -5.169479381e-03     5.254815749e-02    -7.130975017e-02     4.387939338e+00    -1.541312543e-01     1.462681108e-02     1.128072464e-01    -1.618275942e-01     1.728999571e-02
     6.521225772e+00     4.719318182e+00     1.248529349e+00     1.748075275e-03     4.080006038e-02    -9.484220177e-02     4.365270103e+00    -1.517763675e-01     1.715096356e-02     1.165880604e-01    -1.557286118e-01     1.677191588e-02
     6.669435449e+00     4.903196904e+00     1.232802856e+00     6.527289396e-03     2.369254476e-02    -1.173773090e-01     4.342977161e+00    -1.490534176e-01     1.959359925e-02     1.200567723e-01    -1.483690345e-01     1.618997597e-02
     6.817645125e+00     5.084503689e+00     1.213822619e+00     8.446354988e-03     2.204085108e-03    -1.387495240e-01     4.321114117e+00    -1.459751425e-01     2.194586132e-02     1.231786205e-01    -1.400360854e-01     1.555237842e-02
     6.965854802e+00     5.262769783e+00     1.191770569e+00     6.946967194e-03    -2.243741707e-02    -1.588295623e-01     4.299732590e+00    -1.425556392e-01     2.419826867e-02     1.259364639e-01    -1.309318908e-01     1.484249700e-02
     7.114064479e+00     5.437554606e+00     1.166844970e+00     1.666665402e-03    -4.881706359e-02    -1.775263244e-01     4.278881995e+00    -1.388105344e-01     2.633965660e-02     1.283294240e-01    -1.213696095e-01     1.405423852e-02
     7.262274155e+00     5.608447737e+00     1.139254528e+00    -7.538915912e-03    -7.540669128e-02    -1.947900091e-01     4.258609307e+00    -1.347571346e-01     2.835852371e-02     1.303713921e-01    -1.115933774e-01     1.318915257e-02
     7.410483832e+00     5.775070031e+00     1.109212618e+00    -2.058526922e-02    -1.006459598e-01    -2.106074179e-01     4.238958806e+00    -1.304145097e-01     3.024257443e-02     1.320869746e-01    -1.018529907e-01     1.223497285e-02
     7.558693509e+00     5.937073938e+00     1.076932179e+00    -3.716046300e-02    -1.230262601e-01    -2.249975831e-01     4.219971811e+00    -1.258035042e-01     3.198015728e-02     1.335079295e-01    -9.233358885e-02     1.121265717e-02
     7.706903185e+00     6.094143032e+00     1.042620307e+00    -5.673898987e-02    -1.411741245e-01    -2.380203991e-01     4.201686429e+00    -1.209466770e-01     3.355979002e-02     1.346720484e-01    -8.340143879e-02     1.010353179e-02
     7.855112862e+00     6.245990791e+00     1.006473412e+00    -7.860754609e-02    -1.539288217e-01    -2.497600901e-01     4.184137292e+00    -1.158683233e-01     3.496952344e-02     1.356180128e-01    -7.501859313e-02     8.919968433e-03
     8.003322539e+00     6.392358836e+00     9.686748713e-01    -1.019014261e-01    -1.604080080e-01    -2.603083693e-01     4.167355317e+00    -1.105942842e-01     3.620044573e-02     1.363812186e-01    -6.732405690e-02     7.690583822e-03
     8.151532215e+00     6.533014894e+00     9.293936226e-01    -1.256495940e-01    -1.600591614e-01    -2.697683370e-01     4.151367509e+00    -1.051515139e-01     3.724645035e-02     1.369942814e-01    -6.033248632e-02     6.424616217e-03
     8.299741892e+00     6.667750489e+00     8.887817825e-01    -1.488262352e-01    -1.526956004e-01    -2.782638965e-01     4.136196819e+00    -9.956778423e-02     3.810260578e-02     1.374876058e-01    -5.430995234e-02     5.128683867e-03
     8.447951568e+00     6.796378379e+00     8.469738477e-01    -1.704061389e-01    -1.385121555e-01    -2.859089109e-01     4.121861978e+00    -9.387222629e-02     3.875550571e-02     1.378860090e-01    -4.885489474e-02     3.681806019e-03
     8.596161245e+00     6.918730295e+00     8.040912961e-01    -1.894205222e-01    -1.180754528e-01    -2.927651999e-01     4.108377272e+00    -8.809573317e-02     3.919477730e-02     1.382055605e-01    -4.366657965e-02     2.245898548e-03
     8.744370922e+00     7.034655444e+00     7.602485127e-01    -2.050098422e-01    -9.229299687e-02    -2.988666601e-01     4.095752411e+00    -8.226913225e-02     3.943167994e-02     1.384581083e-01    -3.866893692e-02     9.509594037e-04
     8.892580598e+00     7.144019829e+00     7.155577554e-01    -2.164707081e-01    -6.236446039e-02    -3.042080933e-01     4.083992626e+00    -7.642206021e-02     3.947102283e-02     1.386517143e-01    -3.341047470e-02    -4.200509446e-04
     9.040790275e+00     7.246706378e+00     6.701351637e-01    -2.232942706e-01    -2.971539148e-02    -3.087423241e-01     4.073098752e+00    -7.058417856e-02     3.930766111e-02     1.387918548e-01    -2.777622862e-02    -1.784416831e-03
     9.188999952e+00     7.342615919e+00     6.241061120e-01    -2.251938662e-01     4.081497362e-03    -3.123919038e-01     4.063067232e+00    -6.478512200e-02     3.894710180e-02     1.388841336e-01    -2.147264281e-02    -3.081113201e-03
     9.337209628e+00     7.431668944e+00     5.776106387e-01    -2.221203250e-01     3.739408323e-02    -3.150364021e-01     4.053890168e+00    -5.905381241e-02     3.839345659e-02     1.389354021e-01    -1.421326338e-02    -4.389994166e-03
     9.485419305e+00     7.513808253e+00     5.308096771e-01    -2.142638912e-01     6.862374036e-02    -3.165142839e-01     4.045555386e+00    -5.341903226e-02     3.764449530e-02     1.389566542e-01    -5.729857613e-03    -5.716785715e-03
     9.633628982e+00     7.589002468e+00     4.838908070e-01    -2.020424673e-01     9.629698758e-02    -3.166275055e-01     4.038046417e+00    -4.790996115e-02     3.669708914e-02     1.389665184e-01     4.202000619e-03    -7.067887538e-03
     9.781838658e+00     7.657250357e+00     4.370731966e-01    -1.860767697e-01     1.191504491e-01    -3.151478452e-01     4.031342411e+00    -4.255655316e-02     3.554391568e-02     1.389952915e-01     1.576512074e-02    -8.493491227e-03
     9.930048335e+00     7.718585800e+00     3.906115331e-01    -1.671537601e-01     1.362041258e-01    -3.118242164e-01     4.025418045e+00    -3.738918575e-02     3.418658385e-02     1.390888936e-01     2.908524076e-02    -9.822881167e-03
     1.007825801e+01     7.773083267e+00     3.447988380e-01    -1.461803975e-01     1.468187243e-01    -3.063904105e-01     4.020243528e+00    -3.243778802e-02     3.262953546e-02     1.393130496e-01     4.424068355e-02    -1.118854550e-02
     1.022646769e+01     7.820863603e+00     2.999679217e-01    -1.241303329e-01     1.507335668e-01    -2.985757033e-01     4.015784649e+00    -2.773209504e-02     3.087094671e-02     1.397567068e-01     6.121406521e-02    -1.254254643e-02
     1.037467736e+01     7.862099922e+00     2.564912820e-01    -1.019866097e-01     1.480825921e-01    -2.881152677e-01     4.012002791e+00    -2.330178716e-02     2.891337994e-02     1.405339077e-01     7.994318885e-02    -1.387363349e-02
     1.052288704e+01     7.897023373e+00     2.147795672e-01    -8.068368201e-02     1.393875395e-01    -2.747591069e-01     4.008854986e+00    -1.917594736e-02     2.676233420e-02     1.417841389e-01     1.002901258e-01    -1.515342817e-02
     1.067109672e+01     7.925928578e+00     1.752787096e-01    -6.105210504e-02     1.255287243e-01    -2.582810873e-01     4.006294022e+00    -1.538270733e-02     2.442514698e-02     1.436706617e-01     1.220707859e-01    -1.638550031e-02
     1.081930639e+01     7.949178566e+00     1.384658282e-01    -4.376909651e-02     1.076950284e-01    -2.384864929e-01     4.004268604e+00    -1.194908188e-02     2.190955278e-02     1.463766942e-01     1.450452977e-01    -1.756092247e-02
     1.096751607e+01     7.967209009e+00     1.048440989e-01    -2.931783676e-02     8.731598654e-02    -2.152184181e-01     4.002723521e+00    -8.900883388e-03     1.922404324e-02     1.500995163e-01     1.689433022e-01    -1.867840505e-02
     1.111572575e+01     7.980531651e+00     7.493689471e-02    -1.795786560e-02     6.597995771e-02    -1.883612217e-01     4.001599828e+00    -6.262673180e-03     1.637700869e-02     1.550433660e-01     1.934783252e-01    -1.974060487e-02
     1.126393542e+01     7.989736837e+00     4.928153329e-02    -9.708282803e-03     4.534317606e-02    -1.578423698e-01     4.000835032e+00    -4.057786355e-03     1.337660612e-02     1.614114158e-01     2.183551287e-01    -2.074801376e-02
     1.141214510e+01     7.995495112e+00     2.842289611e-02    -4.344717790e-03     2.703489247e-02    -1.236323275e-01     4.000363263e+00    -2.308459008e-03     1.022950890e-02     1.693977380e-01     2.432887090e-01    -2.172016040e-02
     1.156035478e+01     7.998557875e+00     1.290724724e-02    -1.410242507e-03     1.256407870e-02    -8.574197217e-02     4.000115423e+00    -1.035988074e-03     6.941717064e-03     1.791801736e-01     2.680187263e-01    -2.264660259e-02
     1.170856445e+01     7.999757182e+00     3.276676287e-03    -2.395916852e-04     3.233147742e-03    -4.421675806e-02     4.000019326e+00    -2.607866334e-04     3.519157659e-03     1.909156394e-01     2.923389311e-01    -2.353876727e-02
     1.185677413e+01     8.000000000e+00     0.000000000e+00     0.000000000e+00     0.000000000e+00     0.000000000e+00     4.000000000e+00     0.000000000e+00     0.000000000e+00     2.041961332e-01     3.043394767e-01    -2.395013704e-02
